id,flight_code,origin,destination,air_time,distance,airport,flight_date
5495,EV-4700,EWR,CLT,98,529,Charlotte Douglas Intl,4/26/2019
5496,EV-4700,EWR,CLT,82,529,Charlotte Douglas Intl,6/10/2019
5497,EV-4700,EWR,CLT,88,529,Charlotte Douglas Intl,8/25/2019
5498,EV-4700,EWR,ATL,122,746,Hartsfield Jackson Atlanta Intl,4/28/2020
5499,EV-4705,EWR,ATL,131,746,Hartsfield Jackson Atlanta Intl,2/23/2019
5500,EV-4705,EWR,ATL,NA,746,Hartsfield Jackson Atlanta Intl,3/20/2019
5501,EV-4705,EWR,ATL,140,746,Hartsfield Jackson Atlanta Intl,3/30/2019
5502,EV-4705,EWR,ATL,129,746,Hartsfield Jackson Atlanta Intl,4/2/2019
5503,EV-4705,EWR,ATL,122,746,Hartsfield Jackson Atlanta Intl,4/2/2019
5504,EV-4705,EWR,ATL,117,746,Hartsfield Jackson Atlanta Intl,4/17/2019
5505,EV-4705,EWR,ATL,120,746,Hartsfield Jackson Atlanta Intl,5/11/2019
5506,EV-4705,EWR,ATL,142,746,Hartsfield Jackson Atlanta Intl,5/18/2019
5507,EV-4705,EWR,ATL,121,746,Hartsfield Jackson Atlanta Intl,6/9/2019
5508,EV-4705,EWR,ATL,125,746,Hartsfield Jackson Atlanta Intl,7/28/2019
5509,EV-4705,EWR,ATL,123,746,Hartsfield Jackson Atlanta Intl,8/6/2019
5510,EV-4705,EWR,ATL,116,746,Hartsfield Jackson Atlanta Intl,9/10/2019
5511,EV-4705,EWR,ATL,124,746,Hartsfield Jackson Atlanta Intl,9/10/2019
5512,EV-4705,EWR,ATL,127,746,Hartsfield Jackson Atlanta Intl,9/13/2019
5513,EV-4705,EWR,ATL,139,746,Hartsfield Jackson Atlanta Intl,9/28/2019
5514,EV-4705,EWR,ATL,120,746,Hartsfield Jackson Atlanta Intl,11/21/2019
5515,EV-4705,EWR,ATL,121,746,Hartsfield Jackson Atlanta Intl,12/30/2019
5516,EV-4705,EWR,ATL,111,746,Hartsfield Jackson Atlanta Intl,1/27/2020
5517,EV-4705,EWR,ATL,121,746,Hartsfield Jackson Atlanta Intl,1/30/2020
5518,EV-4705,EWR,ATL,111,746,Hartsfield Jackson Atlanta Intl,2/9/2020
5519,EV-4705,EWR,ATL,139,746,Hartsfield Jackson Atlanta Intl,2/27/2020
5520,EV-4705,EWR,ATL,137,746,Hartsfield Jackson Atlanta Intl,4/16/2020
5521,EV-4705,EWR,ATL,127,746,Hartsfield Jackson Atlanta Intl,5/2/2020
5522,EV-4705,EWR,ATL,129,746,Hartsfield Jackson Atlanta Intl,6/9/2020
5523,EV-4876,EWR,ATL,126,746,Hartsfield Jackson Atlanta Intl,2/1/2020
5524,EV-4935,EWR,ATL,132,746,Hartsfield Jackson Atlanta Intl,2/27/2020
5525,EV-4935,EWR,ATL,NA,746,Hartsfield Jackson Atlanta Intl,5/31/2020
5526,EV-4950,EWR,ATL,115,746,Hartsfield Jackson Atlanta Intl,1/4/2019
5527,EV-4950,EWR,ATL,128,746,Hartsfield Jackson Atlanta Intl,1/11/2019
5528,EV-4950,EWR,ATL,111,746,Hartsfield Jackson Atlanta Intl,2/7/2019
5529,EV-4950,EWR,ATL,126,746,Hartsfield Jackson Atlanta Intl,3/27/2019
5530,EV-4950,EWR,ATL,109,746,Hartsfield Jackson Atlanta Intl,5/23/2019
5531,EV-4950,EWR,ATL,109,746,Hartsfield Jackson Atlanta Intl,6/9/2019
5532,EV-4950,EWR,ATL,119,746,Hartsfield Jackson Atlanta Intl,6/20/2019
5533,EV-4950,EWR,ATL,115,746,Hartsfield Jackson Atlanta Intl,6/23/2019
5534,EV-4950,EWR,ATL,129,746,Hartsfield Jackson Atlanta Intl,7/1/2019
5535,EV-4950,EWR,ATL,123,746,Hartsfield Jackson Atlanta Intl,8/22/2019
5536,EV-4950,EWR,ATL,104,746,Hartsfield Jackson Atlanta Intl,9/5/2019
5537,EV-4950,EWR,ATL,115,746,Hartsfield Jackson Atlanta Intl,9/13/2019
5538,EV-4950,EWR,ATL,129,746,Hartsfield Jackson Atlanta Intl,10/17/2019
5539,EV-4950,EWR,ATL,115,746,Hartsfield Jackson Atlanta Intl,12/15/2019
5540,EV-4950,EWR,ATL,115,746,Hartsfield Jackson Atlanta Intl,12/26/2019
5541,EV-4950,EWR,ATL,102,746,Hartsfield Jackson Atlanta Intl,1/4/2020
5542,EV-4950,EWR,ATL,118,746,Hartsfield Jackson Atlanta Intl,4/8/2020
5543,EV-4950,EWR,ATL,116,746,Hartsfield Jackson Atlanta Intl,4/27/2020
5544,EV-4950,EWR,ATL,117,746,Hartsfield Jackson Atlanta Intl,5/3/2020
5545,EV-4950,EWR,ATL,118,746,Hartsfield Jackson Atlanta Intl,5/3/2020
5546,EV-5132,EWR,ATL,125,746,Hartsfield Jackson Atlanta Intl,12/26/2019
5547,EV-5621,LGA,ATL,118,762,Hartsfield Jackson Atlanta Intl,6/1/2019
5548,MQ-3695,EWR,ORD,114,719,Chicago Ohare Intl,1/5/2019
5549,MQ-3695,EWR,ORD,136,719,Chicago Ohare Intl,1/13/2019
5550,MQ-3695,EWR,ORD,111,719,Chicago Ohare Intl,1/14/2019
5551,MQ-3695,EWR,ORD,128,719,Chicago Ohare Intl,1/18/2019
5552,MQ-3695,EWR,ORD,145,719,Chicago Ohare Intl,5/7/2019
5553,MQ-3695,EWR,ORD,114,719,Chicago Ohare Intl,6/1/2019
5554,MQ-3695,EWR,ORD,125,719,Chicago Ohare Intl,6/9/2019
5555,MQ-3695,EWR,ORD,125,719,Chicago Ohare Intl,7/8/2019
5556,MQ-3695,EWR,ORD,131,719,Chicago Ohare Intl,8/23/2019
5557,MQ-3695,EWR,ORD,122,719,Chicago Ohare Intl,9/1/2019
5558,MQ-3695,EWR,ORD,112,719,Chicago Ohare Intl,9/12/2019
5559,MQ-3695,EWR,ORD,115,719,Chicago Ohare Intl,9/14/2019
5560,MQ-3695,EWR,ORD,119,719,Chicago Ohare Intl,11/10/2019
5561,MQ-3695,EWR,ORD,139,719,Chicago Ohare Intl,12/1/2019
5562,MQ-3695,EWR,ORD,113,719,Chicago Ohare Intl,12/3/2019
5563,MQ-3695,EWR,ORD,137,719,Chicago Ohare Intl,12/5/2019
5564,MQ-3695,EWR,ORD,130,719,Chicago Ohare Intl,12/28/2019
5565,MQ-3695,EWR,ORD,NA,719,Chicago Ohare Intl,2/20/2020
5566,MQ-3695,EWR,ORD,122,719,Chicago Ohare Intl,3/24/2020
5567,MQ-3695,EWR,ORD,128,719,Chicago Ohare Intl,4/27/2020
5568,MQ-3695,EWR,ORD,119,719,Chicago Ohare Intl,5/14/2020
5569,MQ-3695,EWR,ORD,112,719,Chicago Ohare Intl,5/15/2020
5570,MQ-3695,EWR,ORD,119,719,Chicago Ohare Intl,5/19/2020
5571,MQ-3695,EWR,ORD,115,719,Chicago Ohare Intl,6/1/2020
5572,MQ-3697,EWR,ORD,118,719,Chicago Ohare Intl,1/22/2019
5573,MQ-3697,EWR,ORD,122,719,Chicago Ohare Intl,1/29/2019
5574,MQ-3697,EWR,ORD,117,719,Chicago Ohare Intl,2/18/2019
5575,MQ-3697,EWR,ORD,112,719,Chicago Ohare Intl,3/4/2019
5576,MQ-3697,EWR,ORD,112,719,Chicago Ohare Intl,3/10/2019
5577,MQ-3697,EWR,ORD,121,719,Chicago Ohare Intl,3/28/2019
5578,MQ-3697,EWR,ORD,118,719,Chicago Ohare Intl,4/22/2019
5579,MQ-3697,EWR,ORD,114,719,Chicago Ohare Intl,5/12/2019
5580,MQ-3697,EWR,ORD,115,719,Chicago Ohare Intl,5/18/2019
5581,MQ-3697,EWR,ORD,136,719,Chicago Ohare Intl,9/20/2019
5582,MQ-3697,EWR,ORD,124,719,Chicago Ohare Intl,10/11/2019
5583,MQ-3697,EWR,ORD,118,719,Chicago Ohare Intl,10/22/2019
5584,MQ-3697,EWR,ORD,114,719,Chicago Ohare Intl,10/28/2019
5585,MQ-3697,EWR,ORD,118,719,Chicago Ohare Intl,11/8/2019
5586,MQ-3697,EWR,ORD,123,719,Chicago Ohare Intl,12/2/2019
5587,MQ-3697,EWR,ORD,116,719,Chicago Ohare Intl,12/29/2019
5588,MQ-3697,EWR,ORD,127,719,Chicago Ohare Intl,1/16/2020
5589,MQ-3697,EWR,ORD,118,719,Chicago Ohare Intl,2/7/2020
5590,MQ-3697,EWR,ORD,146,719,Chicago Ohare Intl,2/19/2020
5591,MQ-3697,EWR,ORD,120,719,Chicago Ohare Intl,2/23/2020
5592,MQ-3697,EWR,ORD,143,719,Chicago Ohare Intl,3/24/2020
5593,MQ-3697,EWR,ORD,130,719,Chicago Ohare Intl,3/27/2020
5594,MQ-3697,EWR,ORD,114,719,Chicago Ohare Intl,3/29/2020
5595,MQ-3697,EWR,ORD,120,719,Chicago Ohare Intl,4/18/2020
5596,MQ-3697,EWR,ORD,123,719,Chicago Ohare Intl,4/19/2020
5597,MQ-3697,EWR,ORD,118,719,Chicago Ohare Intl,5/5/2020
5598,MQ-3697,EWR,ORD,131,719,Chicago Ohare Intl,5/21/2020
5599,MQ-3697,EWR,ORD,126,719,Chicago Ohare Intl,5/23/2020
5600,MQ-3697,EWR,ORD,120,719,Chicago Ohare Intl,5/25/2020
5601,MQ-3728,EWR,ORD,128,719,Chicago Ohare Intl,1/21/2019
5602,MQ-3728,EWR,ORD,117,719,Chicago Ohare Intl,2/8/2019
5603,MQ-3728,EWR,ORD,122,719,Chicago Ohare Intl,3/22/2019
5604,MQ-3728,EWR,ORD,148,719,Chicago Ohare Intl,5/16/2019
5605,MQ-3728,EWR,ORD,109,719,Chicago Ohare Intl,6/16/2019
5606,MQ-3728,EWR,ORD,146,719,Chicago Ohare Intl,6/18/2019
5607,MQ-3728,EWR,ORD,132,719,Chicago Ohare Intl,7/5/2019
5608,MQ-3728,EWR,ORD,114,719,Chicago Ohare Intl,7/10/2019
5609,MQ-3728,EWR,ORD,NA,719,Chicago Ohare Intl,7/18/2019
5610,MQ-3728,EWR,ORD,125,719,Chicago Ohare Intl,7/31/2019
5611,MQ-3728,EWR,ORD,135,719,Chicago Ohare Intl,7/31/2019
5612,MQ-3728,EWR,ORD,113,719,Chicago Ohare Intl,8/26/2019
5613,MQ-3728,EWR,ORD,110,719,Chicago Ohare Intl,9/10/2019
5614,MQ-3728,EWR,ORD,122,719,Chicago Ohare Intl,9/10/2019
5615,MQ-3728,EWR,ORD,126,719,Chicago Ohare Intl,10/14/2019
5616,MQ-3728,EWR,ORD,132,719,Chicago Ohare Intl,10/22/2019
5617,MQ-3728,EWR,ORD,116,719,Chicago Ohare Intl,12/24/2019
5618,MQ-3728,EWR,ORD,130,719,Chicago Ohare Intl,12/28/2019
5619,MQ-3728,EWR,ORD,118,719,Chicago Ohare Intl,1/8/2020
5620,MQ-3728,EWR,ORD,116,719,Chicago Ohare Intl,1/24/2020
5621,MQ-3728,EWR,ORD,122,719,Chicago Ohare Intl,2/11/2020
5622,MQ-3728,EWR,ORD,121,719,Chicago Ohare Intl,3/10/2020
5623,MQ-3728,EWR,ORD,136,719,Chicago Ohare Intl,3/11/2020
5624,MQ-3728,EWR,ORD,121,719,Chicago Ohare Intl,3/23/2020
5625,MQ-3728,EWR,ORD,116,719,Chicago Ohare Intl,3/23/2020
5626,MQ-3728,EWR,ORD,NA,719,Chicago Ohare Intl,4/16/2020
5627,MQ-3728,EWR,ORD,111,719,Chicago Ohare Intl,5/11/2020
5628,MQ-3728,EWR,ORD,135,719,Chicago Ohare Intl,5/18/2020
5629,MQ-3730,EWR,ORD,134,719,Chicago Ohare Intl,1/3/2019
5630,MQ-3730,EWR,ORD,119,719,Chicago Ohare Intl,2/2/2019
5631,MQ-3730,EWR,ORD,123,719,Chicago Ohare Intl,2/12/2019
5632,MQ-3730,EWR,ORD,120,719,Chicago Ohare Intl,2/17/2019
5633,MQ-3730,EWR,ORD,115,719,Chicago Ohare Intl,3/7/2019
5634,MQ-3730,EWR,ORD,127,719,Chicago Ohare Intl,3/24/2019
5635,MQ-3730,EWR,ORD,111,719,Chicago Ohare Intl,4/2/2019
5636,MQ-3730,EWR,ORD,124,719,Chicago Ohare Intl,4/2/2019
5637,MQ-3730,EWR,ORD,125,719,Chicago Ohare Intl,4/12/2019
5638,MQ-3730,EWR,ORD,119,719,Chicago Ohare Intl,4/18/2019
5639,MQ-3730,EWR,ORD,110,719,Chicago Ohare Intl,5/30/2019
5640,MQ-3730,EWR,ORD,117,719,Chicago Ohare Intl,6/20/2019
5641,MQ-3730,EWR,ORD,119,719,Chicago Ohare Intl,7/10/2019
5642,MQ-3730,EWR,ORD,115,719,Chicago Ohare Intl,8/18/2019
5643,MQ-3730,EWR,ORD,118,719,Chicago Ohare Intl,8/20/2019
5644,MQ-3730,EWR,ORD,109,719,Chicago Ohare Intl,10/21/2019
5645,MQ-3730,EWR,ORD,126,719,Chicago Ohare Intl,10/22/2019
5646,MQ-3730,EWR,ORD,122,719,Chicago Ohare Intl,10/24/2019
5647,MQ-3730,EWR,ORD,123,719,Chicago Ohare Intl,10/27/2019
5648,MQ-3730,EWR,ORD,122,719,Chicago Ohare Intl,12/5/2019
5649,MQ-3730,EWR,ORD,137,719,Chicago Ohare Intl,12/28/2019
5650,MQ-3730,EWR,ORD,118,719,Chicago Ohare Intl,1/9/2020
5651,MQ-3730,EWR,ORD,118,719,Chicago Ohare Intl,1/16/2020
5652,MQ-3730,EWR,ORD,110,719,Chicago Ohare Intl,1/20/2020
5653,MQ-3730,EWR,ORD,NA,719,Chicago Ohare Intl,3/17/2020
5654,MQ-3730,EWR,ORD,126,719,Chicago Ohare Intl,4/25/2020
5655,MQ-3730,EWR,ORD,113,719,Chicago Ohare Intl,4/28/2020
5656,MQ-3730,EWR,ORD,123,719,Chicago Ohare Intl,6/29/2020
5657,MQ-3737,EWR,ORD,146,719,Chicago Ohare Intl,1/4/2019
5658,MQ-3737,EWR,ORD,119,719,Chicago Ohare Intl,1/8/2019
5659,MQ-3737,EWR,ORD,116,719,Chicago Ohare Intl,1/22/2019
5660,MQ-3737,EWR,ORD,125,719,Chicago Ohare Intl,2/2/2019
5661,MQ-3737,EWR,ORD,123,719,Chicago Ohare Intl,2/3/2019
5662,MQ-3737,EWR,ORD,122,719,Chicago Ohare Intl,2/9/2019
5663,MQ-3737,EWR,ORD,125,719,Chicago Ohare Intl,3/1/2019
5664,MQ-3737,EWR,ORD,113,719,Chicago Ohare Intl,4/12/2019
5665,MQ-3737,EWR,ORD,117,719,Chicago Ohare Intl,5/26/2019
5666,MQ-3737,EWR,ORD,128,719,Chicago Ohare Intl,5/27/2019
5667,MQ-3737,EWR,ORD,113,719,Chicago Ohare Intl,6/9/2019
5668,MQ-3737,EWR,ORD,121,719,Chicago Ohare Intl,6/10/2019
5669,MQ-3737,EWR,ORD,132,719,Chicago Ohare Intl,7/23/2019
5670,MQ-3737,EWR,ORD,136,719,Chicago Ohare Intl,7/30/2019
5671,MQ-3737,EWR,ORD,121,719,Chicago Ohare Intl,8/16/2019
5672,MQ-3737,EWR,ORD,129,719,Chicago Ohare Intl,12/2/2019
5673,MQ-3737,EWR,ORD,141,719,Chicago Ohare Intl,1/8/2020
5674,MQ-3737,EWR,ORD,138,719,Chicago Ohare Intl,1/21/2020
5675,MQ-3737,EWR,ORD,118,719,Chicago Ohare Intl,2/2/2020
5676,MQ-3737,EWR,ORD,111,719,Chicago Ohare Intl,2/15/2020
5677,MQ-3737,EWR,ORD,124,719,Chicago Ohare Intl,2/18/2020
5678,MQ-3737,EWR,ORD,129,719,Chicago Ohare Intl,2/26/2020
5679,MQ-3737,EWR,ORD,148,719,Chicago Ohare Intl,5/2/2020
5680,MQ-3737,EWR,ORD,119,719,Chicago Ohare Intl,5/2/2020
5681,MQ-3737,EWR,ORD,115,719,Chicago Ohare Intl,5/20/2020
5682,MQ-3737,EWR,ORD,120,719,Chicago Ohare Intl,5/23/2020
5683,MQ-3737,EWR,ORD,118,719,Chicago Ohare Intl,5/27/2020
5684,MQ-3737,EWR,ORD,135,719,Chicago Ohare Intl,5/29/2020
5685,MQ-3737,EWR,ORD,134,719,Chicago Ohare Intl,7/7/2020
5686,MQ-3744,EWR,ORD,118,719,Chicago Ohare Intl,2/7/2019
5687,MQ-3744,EWR,ORD,124,719,Chicago Ohare Intl,2/24/2019
5688,MQ-3744,EWR,ORD,NA,719,Chicago Ohare Intl,3/5/2019
5689,MQ-3744,EWR,ORD,123,719,Chicago Ohare Intl,4/21/2019
5690,MQ-3744,EWR,ORD,119,719,Chicago Ohare Intl,5/12/2019
5691,MQ-3744,EWR,ORD,115,719,Chicago Ohare Intl,5/24/2019
5692,MQ-3744,EWR,ORD,124,719,Chicago Ohare Intl,6/7/2019
5693,MQ-3744,EWR,ORD,120,719,Chicago Ohare Intl,6/16/2019
5694,MQ-3744,EWR,ORD,116,719,Chicago Ohare Intl,8/26/2019
5695,MQ-3744,EWR,ORD,116,719,Chicago Ohare Intl,10/9/2019
5696,MQ-3744,EWR,ORD,106,719,Chicago Ohare Intl,11/17/2019
5697,MQ-3744,EWR,ORD,124,719,Chicago Ohare Intl,11/30/2019
5698,MQ-3744,EWR,ORD,112,719,Chicago Ohare Intl,1/1/2020
5699,MQ-3744,EWR,ORD,133,719,Chicago Ohare Intl,1/19/2020
5700,MQ-3744,EWR,ORD,122,719,Chicago Ohare Intl,1/25/2020
5701,MQ-3744,EWR,ORD,114,719,Chicago Ohare Intl,2/6/2020
5702,MQ-3744,EWR,ORD,130,719,Chicago Ohare Intl,3/8/2020
5703,MQ-3744,EWR,ORD,118,719,Chicago Ohare Intl,3/15/2020
5704,MQ-3744,EWR,ORD,117,719,Chicago Ohare Intl,3/17/2020
5705,MQ-3744,EWR,ORD,106,719,Chicago Ohare Intl,3/18/2020
5706,MQ-3744,EWR,ORD,122,719,Chicago Ohare Intl,4/17/2020
5707,MQ-3744,EWR,ORD,120,719,Chicago Ohare Intl,4/26/2020
5708,MQ-3744,EWR,ORD,117,719,Chicago Ohare Intl,5/17/2020
5709,MQ-3744,EWR,ORD,128,719,Chicago Ohare Intl,6/20/2020
5710,MQ-3768,EWR,ORD,122,719,Chicago Ohare Intl,5/23/2019
5711,MQ-3768,EWR,ORD,112,719,Chicago Ohare Intl,8/8/2019
5712,MQ-3768,EWR,ORD,128,719,Chicago Ohare Intl,8/12/2019
5713,MQ-3768,EWR,ORD,115,719,Chicago Ohare Intl,8/26/2019
5714,MQ-3768,EWR,ORD,120,719,Chicago Ohare Intl,2/9/2020
5715,MQ-3768,EWR,ORD,111,719,Chicago Ohare Intl,3/8/2020
5716,MQ-3768,EWR,ORD,139,719,Chicago Ohare Intl,6/30/2020
5717,MQ-3795,EWR,ORD,114,719,Chicago Ohare Intl,1/28/2019
5718,MQ-3795,EWR,ORD,111,719,Chicago Ohare Intl,4/19/2019
5719,MQ-3795,EWR,ORD,122,719,Chicago Ohare Intl,4/20/2019
5720,MQ-3795,EWR,ORD,NA,719,Chicago Ohare Intl,5/17/2019
5721,MQ-3795,EWR,ORD,131,719,Chicago Ohare Intl,6/19/2019
5722,MQ-3795,EWR,ORD,117,719,Chicago Ohare Intl,7/7/2019
5723,MQ-3795,EWR,ORD,117,719,Chicago Ohare Intl,8/12/2019
5724,MQ-3795,EWR,ORD,137,719,Chicago Ohare Intl,8/17/2019
5725,MQ-3795,EWR,ORD,132,719,Chicago Ohare Intl,9/30/2019
5726,MQ-3795,EWR,ORD,121,719,Chicago Ohare Intl,11/2/2019
5727,MQ-3795,EWR,ORD,121,719,Chicago Ohare Intl,1/4/2020
5728,MQ-3795,EWR,ORD,119,719,Chicago Ohare Intl,1/6/2020
5729,MQ-3795,EWR,ORD,117,719,Chicago Ohare Intl,1/23/2020
5730,MQ-3795,EWR,ORD,133,719,Chicago Ohare Intl,1/24/2020
5731,MQ-3795,EWR,ORD,118,719,Chicago Ohare Intl,2/16/2020
5732,MQ-3795,EWR,ORD,118,719,Chicago Ohare Intl,2/16/2020
5733,MQ-3795,EWR,ORD,128,719,Chicago Ohare Intl,3/25/2020
5734,MQ-3795,EWR,ORD,117,719,Chicago Ohare Intl,3/31/2020
5735,MQ-3795,EWR,ORD,131,719,Chicago Ohare Intl,4/5/2020
5736,MQ-3795,EWR,ORD,133,719,Chicago Ohare Intl,4/27/2020
5737,MQ-3795,EWR,ORD,117,719,Chicago Ohare Intl,4/29/2020
5738,MQ-3795,EWR,ORD,127,719,Chicago Ohare Intl,4/29/2020
5739,MQ-3795,EWR,ORD,123,719,Chicago Ohare Intl,5/2/2020
5740,MQ-3795,EWR,ORD,120,719,Chicago Ohare Intl,5/12/2020
5741,MQ-3795,EWR,ORD,112,719,Chicago Ohare Intl,6/16/2020
5742,MQ-4576,LGA,CLT,106,544,Charlotte Douglas Intl,5/22/2019
5743,MQ-4576,LGA,CLT,103,544,Charlotte Douglas Intl,6/27/2019
5744,MQ-4576,LGA,CLT,110,544,Charlotte Douglas Intl,7/30/2019
5745,MQ-4576,LGA,CLT,83,544,Charlotte Douglas Intl,8/23/2019
5746,MQ-4576,LGA,CLT,92,544,Charlotte Douglas Intl,8/25/2019
5747,MQ-4576,LGA,CLT,99,544,Charlotte Douglas Intl,9/17/2019
5748,MQ-4576,LGA,CLT,84,544,Charlotte Douglas Intl,9/19/2019
5749,MQ-4576,LGA,CLT,86,544,Charlotte Douglas Intl,10/19/2019
5750,MQ-4576,LGA,CLT,118,544,Charlotte Douglas Intl,11/3/2019
5751,MQ-4576,LGA,CLT,105,544,Charlotte Douglas Intl,12/18/2019
5752,MQ-4576,LGA,CLT,98,544,Charlotte Douglas Intl,12/19/2019
5753,MQ-4576,LGA,CLT,97,544,Charlotte Douglas Intl,12/19/2019
5754,MQ-4576,LGA,CLT,97,544,Charlotte Douglas Intl,12/25/2019
5755,MQ-4576,LGA,CLT,106,544,Charlotte Douglas Intl,12/26/2019
5756,MQ-4576,LGA,CLT,85,544,Charlotte Douglas Intl,12/29/2019
5757,MQ-4576,LGA,CLT,92,544,Charlotte Douglas Intl,1/31/2020
5758,MQ-4576,LGA,CLT,104,544,Charlotte Douglas Intl,2/27/2020
5759,MQ-4576,LGA,CLT,91,544,Charlotte Douglas Intl,3/2/2020
5760,MQ-4576,LGA,CLT,89,544,Charlotte Douglas Intl,3/10/2020
5761,MQ-4576,LGA,CLT,85,544,Charlotte Douglas Intl,5/28/2020
5762,MQ-4576,LGA,CLT,96,544,Charlotte Douglas Intl,5/30/2020
5763,MQ-4577,LGA,CLT,116,544,Charlotte Douglas Intl,1/1/2019
5764,MQ-4577,LGA,CLT,89,544,Charlotte Douglas Intl,1/29/2019
5765,MQ-4577,LGA,CLT,108,544,Charlotte Douglas Intl,3/9/2019
5766,MQ-4577,LGA,CLT,91,544,Charlotte Douglas Intl,3/28/2019
5767,MQ-4577,LGA,CLT,110,544,Charlotte Douglas Intl,4/15/2019
5768,MQ-4577,LGA,CLT,80,544,Charlotte Douglas Intl,4/26/2019
5769,MQ-4577,LGA,CLT,98,544,Charlotte Douglas Intl,5/20/2019
5770,MQ-4577,LGA,CLT,87,544,Charlotte Douglas Intl,6/22/2019
5771,MQ-4577,LGA,CLT,84,544,Charlotte Douglas Intl,6/28/2019
5772,MQ-4577,LGA,CLT,85,544,Charlotte Douglas Intl,7/10/2019
5773,MQ-4577,LGA,CLT,95,544,Charlotte Douglas Intl,8/10/2019
5774,MQ-4577,LGA,CLT,89,544,Charlotte Douglas Intl,8/15/2019
5775,MQ-4577,LGA,CLT,87,544,Charlotte Douglas Intl,8/30/2019
5776,MQ-4577,LGA,CLT,88,544,Charlotte Douglas Intl,9/12/2019
5777,MQ-4577,LGA,CLT,103,544,Charlotte Douglas Intl,9/21/2019
5778,MQ-4577,LGA,CLT,110,544,Charlotte Douglas Intl,10/19/2019
5779,MQ-4577,LGA,CLT,82,544,Charlotte Douglas Intl,11/7/2019
5780,MQ-4577,LGA,CLT,86,544,Charlotte Douglas Intl,11/14/2019
5781,MQ-4577,LGA,CLT,89,544,Charlotte Douglas Intl,11/30/2019
5782,MQ-4577,LGA,CLT,87,544,Charlotte Douglas Intl,1/3/2020
5783,MQ-4577,LGA,CLT,84,544,Charlotte Douglas Intl,1/3/2020
5784,MQ-4577,LGA,CLT,90,544,Charlotte Douglas Intl,1/6/2020
5785,MQ-4577,LGA,CLT,85,544,Charlotte Douglas Intl,1/20/2020
5786,MQ-4577,LGA,CLT,86,544,Charlotte Douglas Intl,3/17/2020
5787,MQ-4577,LGA,CLT,92,544,Charlotte Douglas Intl,5/2/2020
5788,MQ-4577,LGA,CLT,103,544,Charlotte Douglas Intl,5/13/2020
5789,MQ-4577,LGA,CLT,101,544,Charlotte Douglas Intl,5/17/2020
5790,MQ-4577,LGA,CLT,92,544,Charlotte Douglas Intl,6/19/2020
5791,MQ-4577,LGA,CLT,98,544,Charlotte Douglas Intl,7/2/2020
5792,MQ-4579,LGA,CLT,114,544,Charlotte Douglas Intl,1/26/2019
5793,MQ-4579,LGA,CLT,81,544,Charlotte Douglas Intl,4/22/2019
5794,MQ-4579,LGA,CLT,92,544,Charlotte Douglas Intl,5/18/2019
5795,MQ-4579,LGA,CLT,90,544,Charlotte Douglas Intl,5/22/2019
5796,MQ-4579,LGA,CLT,78,544,Charlotte Douglas Intl,6/4/2019
5797,MQ-4579,LGA,CLT,82,544,Charlotte Douglas Intl,6/27/2019
5798,MQ-4579,LGA,CLT,92,544,Charlotte Douglas Intl,7/2/2019
5799,MQ-4579,LGA,CLT,83,544,Charlotte Douglas Intl,7/12/2019
5800,MQ-4579,LGA,CLT,97,544,Charlotte Douglas Intl,8/10/2019
5801,MQ-4579,LGA,CLT,106,544,Charlotte Douglas Intl,8/15/2019
5802,MQ-4579,LGA,CLT,87,544,Charlotte Douglas Intl,8/28/2019
5803,MQ-4579,LGA,CLT,112,544,Charlotte Douglas Intl,9/18/2019
5804,MQ-4579,LGA,CLT,91,544,Charlotte Douglas Intl,9/25/2019
5805,MQ-4579,LGA,CLT,97,544,Charlotte Douglas Intl,9/29/2019
5806,MQ-4579,LGA,CLT,NA,544,Charlotte Douglas Intl,10/7/2019
5807,MQ-4579,LGA,CLT,93,544,Charlotte Douglas Intl,11/17/2019
5808,MQ-4579,LGA,CLT,87,544,Charlotte Douglas Intl,12/3/2019
5809,MQ-4579,LGA,CLT,87,544,Charlotte Douglas Intl,12/3/2019
5810,MQ-4579,LGA,CLT,99,544,Charlotte Douglas Intl,12/6/2019
5811,MQ-4579,LGA,CLT,NA,544,Charlotte Douglas Intl,12/6/2019
5812,MQ-4579,LGA,CLT,82,544,Charlotte Douglas Intl,12/25/2019
5813,MQ-4579,LGA,CLT,106,544,Charlotte Douglas Intl,1/4/2020
5814,MQ-4579,LGA,CLT,89,544,Charlotte Douglas Intl,1/12/2020
5815,MQ-4579,LGA,CLT,91,544,Charlotte Douglas Intl,1/25/2020
5816,MQ-4579,LGA,CLT,103,544,Charlotte Douglas Intl,3/25/2020
5817,MQ-4579,LGA,CLT,84,544,Charlotte Douglas Intl,4/1/2020
5818,MQ-4579,LGA,CLT,91,544,Charlotte Douglas Intl,4/5/2020
5819,MQ-4579,LGA,CLT,104,544,Charlotte Douglas Intl,5/13/2020
5820,MQ-4582,LGA,CLT,87,544,Charlotte Douglas Intl,2/4/2019
5821,MQ-4582,LGA,CLT,87,544,Charlotte Douglas Intl,3/12/2019
5822,MQ-4582,LGA,CLT,83,544,Charlotte Douglas Intl,3/12/2019
5823,MQ-4582,LGA,CLT,78,544,Charlotte Douglas Intl,3/22/2019
5824,MQ-4582,LGA,CLT,83,544,Charlotte Douglas Intl,4/19/2019
5825,MQ-4582,LGA,CLT,97,544,Charlotte Douglas Intl,6/24/2019
